42204921,21.7,34166,73123,9618484,5121597,
42561718,21.6,34166,73367,9616357,5116802,
42918562,21.6,34171,74434,9627921,5127314,
43275281,21.6,34171,74026,9624787,5127225,
43632110,21.6,34171,73895,9620289,5125081,
44516221,21.4,34176,73878,9624036,5132516,
44873080,21.4,34176,73927,9622067,5131206,
45229987,21.4,34176,73881,9618371,5127501,
45586878,21.4,34176,73584,9627221,5131264,
45943707,21.4,34176,73535,9621420,5129397,
46827224,21.3,34176,73917,9617495,5126256,
47250224,21.2,34182,73966,9620413,5132375,
47607053,21.2,34182,73139,9623003,5132780,
47963756,21.1,34182,73980,9625332,5131972,
48320648,21.2,34182,73519,9625611,5132016,
49204103,21.1,34182,73515,9626222,5128933,
49561134,21,34188,73631,9625217,5140759,
49918025,21.1,34188,74263,9628063,5141657,
50274885,20.9,34188,73620,9625784,5140191,
50631526,20.9,34188,73412,9627067,5140588,
51524996,20.9,34188,73426,9623327,5132077,
51951418,20.9,34188,73348,9625703,5131454,
52308075,20.8,34188,73518,9623521,5129523,
52664919,20.7,34194,74019,9621546,5140072,
53021826,20.7,34194,73880,9625806,5143007,
53905156,20.7,34194,74063,9621721,5143450,
54262093,20.7,34199,74231,9630580,5147441,
54719828,20.7,34191,73448,9622241,5136949,
55177641,20.6,34194,73413,9625175,5133162,
55569283,20.7,34197,74269,9627752,5145906,
56452895,21.2,34197,76480,9635337,5174858,
56778349,21.6,34171,74550,9631991,5141553,
57103929,22.1,34155,74716,9620663,5133118,
57429384,22.3,34146,74556,9624706,5122811,
57754887,22.7,34134,74946,9622808,5118019,
58615739,23.7,34118,76278,9622806,5129653,
58941274,24,34090,73795,9610215,5081568,
59298183,24.4,34085,74383,9613603,5085116,
59623671,24.7,34074,74751,9604989,5078667,
60081411,25,34060,74167,9603086,5059441,
60974516,25.6,34060,76183,9617088,5086855,
61299989,25.8,34037,74109,9600700,5047403,
61656932,26,34037,74147,9608556,5056297,
62048656,26.2,34032,74493,9603124,5047117,
62541226,26.4,34023,74322,9602008,5040071,
63424678,26.7,34023,74110,9598382,5031314,
63750214,26.8,34015,74381,9600959,5028465,
64173175,26.9,34014,74199,9597625,5038239,
64596244,27.1,34007,74089,9592112,5014715,
64953076,27.1,34007,73992,9601290,5026797,
65846292,27.2,34007,74208,9598704,5033333,
66338766,27.3,34005,74094,9600386,5028090,
66695676,27.4,34000,73670,9598307,5022110,
67052555,27.4,34000,73781,9597775,5020211,
67409356,27.5,34000,73936,9595222,5015944,
68292976,27.6,34000,73429,9600633,5020793,
68649744,27.6,34000,73785,9598243,5014791,
69006592,27.6,34000,73873,9601918,5021356,
69363377,27.6,34000,73330,9596171,5023227,
69720255,27.6,34000,73758,9596068,5024274,
70603671,27.6,34000,73691,9597985,5020759,
70960455,27.7,34000,74054,9599926,5022687,
71317334,27.7,34000,73735,9595521,5021550,
71674103,27.7,34000,73696,9598487,5018245,
72030919,27.6,34000,74179,9592824,5020732,
72914616,27.7,34000,74180,9593965,5021027,
73271369,27.7,34000,73846,9597425,5020235,
73628231,27.6,34000,73652,9596641,5019304,
73985094,27.7,34000,73995,9599380,5018475,
74341754,27.7,34000,73700,9598901,5017461,
75235154,27.7,34000,73662,9594949,5018419,
75591907,27.7,34000,73498,9596093,5014520,
75948769,27.7,34000,73568,9599172,5020399,
76305616,27.7,34000,73924,9598108,5018223,
76662479,27.7,34000,73707,9593976,5017216,
77555316,27.7,34000,73691,9603452,5020156,
77946944,27.7,33998,73820,9594917,5016756,
78303776,27.7,33998,73780,9596205,5015013,
78726811,27.7,34003,73775,9600135,5023386,
79083627,27.7,34003,73849,9600463,5027468,
79967527,27.7,34003,74044,9597822,5021659,
80324249,27.7,34003,73785,9600675,5021838,
80680987,27.7,34003,73437,9597211,5022040,
81037928,27.7,34003,74267,9601866,5022931,
81394728,27.7,34003,73362,9593997,5018322,
82288394,27.7,34003,73420,9598570,5024179,
82777445,27.8,34002,73270,9598856,5018121,
83200386,27.7,34008,74757,9600541,5029816,
83525919,27.8,34001,73383,9599542,5016916,
83882843,27.7,34007,74424,9597717,5030530,
85009021,27.7,34009,73894,9602576,5031693,
85365929,27.8,34009,74249,9603478,5028462,
85722728,27.7,34009,73735,9603248,5032907,
86079574,27.7,34003,73842,9597457,5017861,
86436296,27.7,34003,73889,9598865,5017691,
87358413,27.7,34008,73840,9602303,5030843,
87850916,27.7,34008,74426,9604241,5028451,
88207669,27.7,34008,74262,9597879,5030025,
88564406,27.7,34008,74018,9601591,5027533,
88921159,27.7,34008,74444,9601560,5031771,
89814870,27.8,34008,74326,9601621,5029066,
90171622,27.7,34008,73883,9594503,5025620,
90528469,27.7,34008,73615,9594809,5029985,
90885362,27.7,34008,73847,9602773,5024461,
91242224,27.7,34008,74277,9600591,5028120,
92135122,27.7,34008,73870,9600511,5028686,
92491921,27.7,34008,73893,9594738,5025992,
92848659,27.7,34008,74009,9599562,5026913,
93205552,27.7,34008,73767,9601225,5028328,
93562351,27.7,34008,74319,9599822,5028798,
94445984,27.7,34008,73953,9598716,5025861,
94802720,27.7,34008,73778,9596542,5026514,
95159520,27.7,34008,73964,9599131,5025489,
95516382,27.7,34008,73678,9602256,5025738,
95873104,27.7,34008,73945,9601864,5024195,
96756595,27.7,34008,73641,9598699,5026355,
97113393,27.7,34008,73961,9597598,5024179,
97470224,27.7,34008,73859,9600094,5022469,
97827070,27.7,34008,73827,9598250,5027277,
98183698,27.7,34008,74162,9599293,5028317,
99075971,27.7,34008,73592,9601249,5022292,
99432785,27.7,34008,74187,9602815,5022373,
99789678,27.8,34008,73935,9598419,5031674,
100146462,27.7,34008,74072,9600641,5028101,
100503261,27.7,34008,74009,9599756,5023496,
101386986,27.7,34008,73464,9600618,5026091,
101743785,27.7,34008,74027,9598647,5028295,
102100631,27.7,34008,73750,9600680,5021650,
102457415,27.7,34008,73519,9598386,5024130,
102814370,27.7,34008,73356,9598633,5026241,
103697830,27.7,34008,73793,9596765,5027671,
104054613,27.6,34008,73730,9601284,5022948,
104411537,27.7,34008,73081,9604114,5023702,
104768414,27.7,34008,73645,9597516,5024169,
105125307,27.7,34008,73912,9598549,5022311,
106008736,27.7,34008,73723,9601525,5022210,
106365550,27.8,34008,73497,9600561,5025170,
106722271,27.7,34008,73401,9599065,5021427,
107078961,27.7,34008,74029,9601188,5023437,
107435698,27.7,34008,73655,9601679,5026391,
108328767,27.7,34008,73479,9602207,5024624,
108685487,27.6,34008,73545,9602962,5028214,
109042396,27.7,34008,73646,9604065,5021193,
109399148,27.7,34008,73299,9598891,5022786,
109755947,27.7,34008,73617,9601846,5023059,
111046300,27.7,34014,74191,9605031,5042015,
111437911,27.7,34006,73582,9599745,5017493,
111763304,27.6,34014,74348,9603392,5039340,
112123681,27.7,34014,74036,9604756,5034025,
112581387,27.7,34013,74378,9605470,5036126,
113464659,27.7,34013,74069,9606702,5035876,
113821427,27.7,34013,74804,9603699,5034450,
114376649,27.7,34013,73492,9607032,5032920,
114733401,27.7,34013,74370,9602400,5038078,
115090232,27.7,34013,74247,9605893,5037993,
115983707,27.7,34013,73755,9605205,5033023,
116340615,27.7,34013,73838,9606232,5033444,
116697523,27.7,34013,74633,9603384,5032086,
117054416,27.7,34013,74011,9606788,5037082,
117411294,27.6,34013,73897,9603315,5035213,
118294722,27.7,34013,73826,9607941,5036739,
118651567,27.7,34013,73732,9603540,5033497,
119008507,27.7,34013,73898,9606190,5036857,
119365197,27.7,34013,73800,9602820,5037273,
119722058,27.7,34013,74046,9605699,5034074,
120614502,27.7,34013,74184,9603942,5033490,
120974816,27.7,34014,74462,9602618,5037046,
121331616,27.6,34014,74161,9606401,5036926,
121688321,27.7,34014,74259,9608410,5037614,
122045105,27.6,34014,75046,9603447,5034576,
122928517,27.6,34014,74528,9602882,5036669,
123285394,27.7,34014,73650,9602667,5036394,
123642224,27.7,34014,74388,9602881,5038603,
123999117,27.7,34014,74122,9606973,5039147,
124355995,27.7,34014,74059,9599985,5035123,
125239345,27.7,34014,73766,9606807,5039438,
125596128,27.6,34014,73581,9610392,5037898,
125952911,27.6,34014,74165,9605687,5034346,
126309632,27.7,34014,73626,9601095,5035167,
126666494,27.7,34014,74157,9606811,5035319,
127550484,27.7,34014,74163,9606316,5038374,
127907283,27.6,34014,74034,9601955,5035964,
128264160,27.7,34014,73998,9608527,5038636,
128620913,27.7,34014,73984,9606293,5034689,
128977602,27.7,34014,73708,9609734,5040254,
129861374,27.7,34014,74163,9604870,5034795,
130218126,27.7,34014,74005,9607591,5035660,
130574941,27.7,34014,74168,9606904,5036776,
130931818,27.7,34014,74051,9606790,5033700,
131288570,27.7,34014,73678,9605021,5030821,
132172311,27.7,34014,73873,9611394,5036917,
132529032,27.7,34014,74476,9602125,5038177,
132885862,27.7,34014,74095,9609787,5036960,
133242661,27.7,34014,73627,9607919,5037755,
133599445,27.7,34014,74277,9605948,5036790,
134483311,27.7,34014,74015,9606983,5037415,
135010626,27.7,34007,73245,9603594,5025238,
135336066,27.6,34015,74262,9607291,5034555,
135692897,27.7,34015,73790,9601247,5037084,
136049759,27.7,34015,73545,9608618,5038596,
136942156,27.7,34015,74264,9608881,5039289,
137298877,27.7,34015,74143,9606374,5039271,
137655629,27.7,34015,74331,9606929,5037444,
138012397,27.7,34015,73954,9605064,5034936,
138404088,27.7,34013,74433,9605271,5035566,
139287501,27.7,34013,73967,9606304,5039456,
139644315,27.8,34013,73809,9603015,5032621,
140000958,27.7,34013,74504,9601811,5034615,
140357758,27.7,34013,74412,9604116,5035750,
140714307,27.6,34013,74342,9604976,5033748,
141598173,27.7,34013,73832,9605942,5035569,
141955097,27.7,34013,74380,9609145,5033982,
142311975,27.7,34013,73601,9606721,5032783,
142668806,27.7,34013,74195,9606035,5032900,
143025527,27.7,34013,73865,9607663,5033193,
143908847,27.7,34013,73473,9603786,5037112,
144265614,27.7,34013,73978,9608363,5032252,
144622414,27.7,34013,73905,9603832,5040505,
144979213,27.7,34013,73859,9608575,5035444,
145335951,27.7,34013,73758,9605052,5033579,
146218802,27.7,34013,73498,9606499,5034872,
146575679,27.7,34013,73847,9604311,5032241,
146932494,27.8,34013,73712,9605503,5032502,
147289294,27.7,34013,74263,9605667,5034710,
147646218,27.7,34013,73853,9605583,5035711,
148539553,27.7,34013,73727,9606779,5034762,
148896259,27.7,34013,73897,9605898,5037027,
149253152,27.7,34013,73734,9607040,5028326,
149609983,27.6,34013,73595,9602307,5022687,
150165317,27,34031,73458,9603181,5028866,
151162811,25.3,34047,70080,9589343,5000398,
151488220,24.8,34088,73101,9600159,5015574,
151813630,24.2,34112,73924,9614084,5089462,
152138992,23.8,34120,72664,9615094,5088247,
152464573,23.4,34137,73604,9620188,5098075,
153316754,22.4,34148,70226,9609600,5072691,
153642178,21.9,34182,73310,9625962,5128812,
153967696,21.6,34193,73301,9631318,5134943,
154293231,21.3,34201,73454,9629178,5138324,
154618780,21.1,34213,73891,9631350,5154018,
155470820,20.3,34222,72843,9627551,5143866,
155796337,20.2,34235,73458,9637725,5162811,
156285576,19.9,34241,73389,9629252,5160725,
156611126,19.8,34249,73588,9636927,5170188,
157034176,19.6,34255,73758,9639327,5180790,
157992794,19.3,34260,73206,9636258,5172657,
158318249,19.2,34270,74277,9644584,5193584,
158674955,19.1,34270,73764,9644443,5192385,
159031786,19.1,34270,74114,9641899,5189157,
159388726,19,34275,73660,9636954,5194154,
160347953,18.8,34280,74864,9644789,5200329,
160704751,18.8,34280,74349,9642069,5200337,
161061598,18.8,34280,73834,9644948,5196479,
161418350,18.7,34280,73893,9640929,5194380,
161775072,18.7,34280,73917,9640429,5198211,
162658547,18.7,34280,73865,9640971,5196794,
163015346,18.6,34280,74120,9643613,5195878,
163372083,18.6,34280,74163,9646741,5197650,
163728773,18.6,34280,74151,9641648,5195773,
164085728,18.6,34280,74466,9639132,5194198,
164969641,18.5,34280,73931,9642354,5196298,
165326377,18.6,34280,74017,9644445,5198593,
165683083,18.6,34280,73997,9643752,5198043,
166039882,18.5,34280,73599,9640306,5196273,
166396619,18.5,34280,74058,9644528,5197542,
167279906,18.5,34280,74204,9644607,5200416,
167636673,18.5,34280,74622,9642139,5199865,
167993363,18.5,34280,73975,9640010,5198849,
168419913,18.5,34271,73256,9641592,5185854,
168909010,18.4,34276,73484,9639167,5194013,
169802016,18.5,34276,73449,9644113,5194044,
170158767,18.4,34276,74475,9639947,5195796,
170515723,18.4,34276,73131,9639421,5199164,
170872506,18.4,34276,74024,9638444,5200497,
171229243,18.5,34276,74108,9640329,5201818,
172112718,18.5,34276,74023,9644885,5202194,
172504344,18.5,34268,73358,9638864,5187766,
172861252,18.6,34268,73168,9641619,5190541,
173218192,18.6,34268,73962,9640316,5195282,
173574991,18.6,34268,74215,9637542,5200633,
174458512,18.9,34262,74590,9641276,5194872,
174916326,18.9,34254,73937,9640115,5179944,
175273203,19.1,34254,73698,9639032,5190519,
175797082,19.2,34250,73933,9640895,5187616,
176154130,19.3,34244,74249,9638407,5178886,
177037729,19.6,34244,74868,9643644,5198313,
177363324,19.7,34231,74145,9636485,5177687,
177688732,19.9,34223,73504,9631648,5163415,
178045530,20,34223,74070,9634188,5171643,
178534627,20.1,34218,74172,9631690,5173722,
179528741,20.5,34210,74695,9637231,5170569,
179854305,20.6,34201,74405,9631895,5159657,
180277432,20.7,34194,73839,9631525,5150399,
180634215,20.9,34194,74543,9628200,5157382,
180959654,21.1,34181,73725,9627902,5142543,
181843065,21.4,34181,74992,9630549,5157397,
182168519,21.6,34167,74134,9630977,5139863,
182525255,21.7,34167,74580,9632650,5143008,
182850803,21.8,34157,74305,9623782,5130365,
183339743,22.2,34151,73860,9621343,5126460,
184299013,22.5,34145,74578,9622375,5131468,
184655717,22.6,34138,74996,9623454,5128108,
184981218,22.7,34128,73376,9615745,5110426,
185470345,23.1,34122,73924,9617168,5108189,
185827206,23.2,34122,74526,9623447,5116449,
186711053,23.6,34116,74966,9622706,5123418,
187036632,23.7,34104,74080,9617472,5104372,
187494384,23.8,34096,73254,9614563,5089920,
187851245,24,34096,73828,9620697,5095697,
188242855,24.2,34088,73694,9614757,5086329,
189126218,24.5,34088,74932,9620577,5108903,
189451656,24.6,34075,74013,9611624,5077570,
189808470,24.8,34075,74430,9614865,5089785,
190165393,24.9,34069,74151,9617650,5085609,
190490738,25.1,34059,73937,9607837,5071506,
191374242,25.4,34059,75191,9615694,5084603,
191699836,25.6,34044,73943,9604851,5058844,
192056587,25.7,34044,74006,9609850,5064354,
192483151,25.9,34038,73830,9609859,5058600,
192839995,26.1,34038,74638,9605335,5062504,
193723952,26.4,34032,74552,9605790,5065151,
194380266,26.6,34022,73896,9601898,5044329,
194737001,26.6,34022,74529,9601283,5049370,
195093784,26.6,34022,74560,9606606,5046139,
195450644,26.6,34022,74480,9607079,5047642,
196334038,26.6,34022,74135,9601236,5043335,
196690866,26.6,34022,74078,9601866,5041955,
197047727,26.6,34022,73501,9604374,5043570,
197404462,26.5,34022,73602,9602360,5035400,
197796073,26.4,34030,74235,9604450,5052811,
198679857,26.2,34030,73222,9602070,5044455,
199168858,26.1,34036,73290,9605526,5047094,
199657890,25.9,34042,74185,9603178,5055219,
200014719,25.9,34042,73778,9605078,5055953,
200371736,25.8,34048,73320,9605904,5060083,
201387880,25.4,34054,72784,9602868,5053057,
201713271,25.3,34066,74017,9606618,5069029,
202070131,25.2,34066,73399,9607494,5066790,
202527945,24.9,34075,74347,9612567,5079544,
202884789,24.9,34075,73421,9607143,5074030,
203768277,24.5,34075,72739,9601763,5059091,
204160058,24.3,34093,74159,9613618,5094267,
204649169,24.1,34100,74324,9615300,5092719,
205005982,23.9,34100,73418,9613366,5083350,
205362983,23.9,34106,73432,9614567,5098985,
206256080,23.5,34106,72835,9606572,5072875,
206616267,23.4,34124,73482,9616128,5107514,
206973065,23.2,34124,73306,9612191,5097545,
207330019,23.1,34131,74005,9621059,5113109,
207819192,22.9,34136,73471,9611030,5094853,
208702429,22.6,34145,73252,9615809,5113504,
209027945,22.4,34153,73923,9619635,5116587,
209450883,22.2,34158,73885,9621034,5123889,
209807665,22,34158,73622,9620498,5123216,
210164541,21.9,34164,73778,9623520,5127539,
211114122,21.5,34171,73061,9620467,5126194,
211439669,21.4,34180,73833,9621566,5136266,
211765154,21.2,34188,74444,9625092,5143957,
212121952,21.1,34188,73468,9624857,5140057,
212544859,21,34194,73203,9620788,5143369,
213428518,20.6,34200,72541,9621948,5139228,
213754018,20.4,34211,73417,9631049,5152742,
214176941,20.2,34219,74044,9625842,5167307,
214533707,20.1,34219,73738,9626235,5154507,
214890724,19.9,34224,73363,9621228,5158874,
215840336,19.6,34231,72736,9627530,5159936,
216165898,19.3,34244,73849,9628714,5176505,
216522758,19.2,34244,73086,9625517,5170153,
216879634,19.1,34250,73585,9631324,5174550,
217205088,18.9,34259,74078,9634253,5183491,
218154481,18.5,34265,73240,9629275,5177772,
218480044,18.4,34277,73436,9635181,5193572,
218836795,18.2,34277,73293,9633565,5189829,
219162233,18,34288,74074,9637366,5201355,
219519030,17.9,34288,73503,9632403,5194402,
220402673,17.6,34294,72559,9634312,5192803,
220728174,17.3,34304,73561,9635289,5208177,
221085034,17.2,34309,73318,9640081,5203019,
221410519,17.1,34318,74167,9640737,5221082,
221767379,16.9,34318,73688,9636954,5209380,
222726226,16.4,34326,72619,9635989,5209819,
223288382,16.1,34343,73701,9640862,5229723,
223645258,16.1,34348,74220,9644055,5233192,
224134353,15.8,34353,72868,9639404,5225430,
224491291,15.6,34360,73714,9642959,5239611,
225441200,15.2,34366,72822,9641554,5232749,
225766794,15.2,34378,73969,9644251,5249874,
226123686,14.9,34384,73828,9647766,5252086,
226449202,14.8,34392,74068,9646304,5262143,
226805937,14.6,34392,73431,9646074,5256614,
227689393,14.2,34398,73124,9648049,5248514,
228014909,14.1,34409,73413,9644212,5258747,
228371894,13.9,34418,73418,9648346,5272263,
228728645,13.7,34418,73078,9644351,5263592,
229054068,13.6,34426,73450,9653986,5274368,
229916039,13.3,34433,73245,9646885,5264797,
230272805,13,34442,73262,9650638,5275310,
230695932,12.8,34447,73806,9648854,5281620,
231021417,12.7,34455,74355,9651187,5286983,
231378215,12.6,34455,73687,9647755,5279207,
232296296,12.1,34463,73146,9643882,5279511,
232621797,11.9,34475,73917,9653906,5298976,
232978579,11.8,34475,73884,9648385,5288877,
233335408,11.7,34481,73538,9649875,5289589,
233660815,11.5,34491,73685,9649231,5309294,
234553834,11.1,34491,72061,9648431,5286672,
235011569,11,34508,73377,9650266,5305743,
235368445,10.7,34508,73493,9651095,5305206,
235693931,10.7,34519,73732,9654548,5320059,
236050807,10.7,34519,73724,9657848,5325792,
236902857,11.4,34511,76108,9675087,5346737,
237228326,11.8,34484,74669,9662081,5317979,
237950797,12.8,34449,74399,9655195,5300025,
238506237,13.6,34424,75343,9654900,5290708,
238831847,13.9,34408,74698,9654480,5283347,
239851882,14.9,34386,75996,9660318,5296228,
240177399,15.2,34355,73977,9649100,5251824,
240600478,15.6,34341,73690,9643292,5239304,
240957416,15.8,34336,74620,9646186,5245874,
241282964,16.2,34323,73820,9646486,5227784,
242399735,16.7,34313,75638,9644124,5242770,
243160127,17.1,34289,74255,9635383,5213139,
243516941,17.2,34289,74544,9639603,5221026,
243842442,17.3,34281,74344,9637605,5208503,
244199193,17.4,34281,74778,9635949,5216179,
245051197,17.6,34271,74053,9632743,5208372,
245408057,17.7,34271,74252,9633914,5211976,
245900559,17.8,34263,74094,9630428,5202566,
246257310,17.9,34263,73905,9635688,5198820,
246614077,17.9,34263,73568,9634308,5202380,
247497550,18.1,34263,74628,9640613,5210210,
248021504,18.1,34254,73276,9632274,5194375,
248378349,18.1,34254,74484,9636664,5194896,
248735210,18.1,34254,73741,9632289,5193762,
249095571,18.2,34255,74242,9630705,5196663,
249979090,18.2,34255,73976,9638855,5199380,
250335794,18.1,34255,73841,9634810,5200670,
250692592,18.2,34255,74173,9635919,5206742,
251181720,18.2,34250,74010,9633886,5190120,
251538611,18.2,34250,73915,9632628,5193628,
252422021,18.2,34250,73693,9634764,5194640,
252778741,18.2,34250,74413,9637527,5195052,
253135383,18.2,34250,73826,9633536,5195721,
253492228,18.4,34250,73721,9638405,5190379,
253849120,18.3,34250,73579,9636085,5194141,
254732562,18.2,34250,74165,9633395,5194553,
255089375,18.3,34250,74213,9635649,5193203,
255446111,18.3,34250,74114,9636613,5194188,
255802971,18.3,34250,73455,9634782,5197470,
256159863,18.3,34250,74173,9633967,5195145,
257052586,18.3,34250,74047,9635227,5196875,
257409431,18.4,34250,74238,9639179,5201579,
257832354,18.7,34243,74895,9636109,5209700,
258157793,19.2,34226,73871,9639475,5189603,
258483216,19.6,34214,74981,9640748,5190877,
259701237,21.6,34173,77545,9641120,5203111,
260026706,22.1,34128,74441,9626894,5133893,
260449896,22.6,34114,75059,9625773,5130977,
260810194,23.1,34095,74318,9619837,5112638,
261167070,23.6,34085,74888,9618665,5113197,
262019293,24.5,34070,75855,9619987,5115496,
262344919,24.7,34045,74491,9609114,5081039,
262701889,25.1,34037,74331,9608124,5074219,
263093531,25.3,34030,73881,9610770,5067083,
263551205,25.7,34020,73454,9605194,5055715,
264434490,26.2,34020,75636,9611456,5073321,
264760022,26.3,34010,74408,9609797,5056364,
265116867,26.4,34004,73855,9607485,5044726,
265473587,26.6,34004,73822,9599889,5043295,
265830370,26.7,34004,74168,9603795,5049592,
266714155,26.9,34004,75003,9603277,5052464,
267140688,27,33995,73790,9599803,5038110,
267497486,27.1,33995,73997,9604226,5038834,
267854222,27.2,33995,73691,9604413,5041512,
268211036,27.2,33995,74089,9602874,5038744,
269293228,27.4,33994,73859,9602232,5041340,
269650026,27.4,33994,74190,9602938,5037040,
270006730,27.4,33994,73894,9600850,5040955,
270363575,27.5,33994,74698,9603143,5040328,
270720374,27.4,33988,73098,9600987,5027679,
271881457,27.6,33990,73622,9605259,5030962,
272238302,27.6,33990,73441,9603053,5028643,
272595194,27.6,33990,73573,9602827,5030408,
272952070,27.6,33990,73015,9599700,5030231,
273475963,27.6,33993,73434,9602616,5037158,
274360139,27.6,33993,73334,9602326,5031441,
274716859,27.6,33993,73760,9604347,5028106,
275073798,27.6,33993,73537,9603929,5029758,
275430658,27.7,33993,73708,9601415,5028546,
275853519,27.6,33998,74297,9607002,5044698,
276746461,27.6,33998,74561,9607792,5043088,
277103353,27.6,33998,74010,9603664,5040410,
277460057,27.6,33998,74421,9605001,5042416,
277816762,27.7,33998,74235,9601622,5041003,
278375405,27.7,33996,73843,9599104,5035360,
279268425,27.5,33996,73513,9598837,5027810,
279593926,27.1,34007,74028,9601801,5034068,
280083132,26.4,34022,73166,9600522,5036507,
280672979,25.6,34048,73466,9602088,5045950,
280998449,24.9,34065,73148,9607644,5061242,
281860360,23.7,34080,70112,9593990,5032715,
282318112,23,34124,72805,9617663,5091954,
282775801,22.4,34143,73334,9617176,5111810,
283365945,21.8,34168,73648,9621116,5130810,
283691446,21.5,34177,73613,9622277,5135822,
284675639,20.6,34193,72520,9623875,5130537,
285102046,20.4,34216,74170,9634867,5162770,
285524938,20.1,34222,73904,9634026,5168498,
285881815,20,34222,73625,9629620,5159379,
286207379,19.9,34230,73283,9634221,5168367,
287125649,19.4,34240,73549,9632785,5170407,
287614729,19.2,34247,73488,9639106,5186988,
287971527,19.2,34247,73725,9631154,5176140,
288394529,19.1,34253,73700,9634745,5190083,
288751312,19,34253,74033,9637610,5181069,
289634519,18.9,34258,73283,9635558,5184774,
289991332,18.7,34258,73307,9635723,5183387,
290348162,18.7,34258,73459,9634338,5178480,
290704867,18.7,34258,73503,9633086,5180333,
291061837,18.7,34265,74445,9638096,5196879,
291945450,18.6,34265,73746,9636150,5192051,
292302233,18.6,34265,74307,9635379,5196596,
292659078,18.6,34265,73474,9636690,5189046,
293015861,18.6,34265,74051,9635602,5191302,
293372706,18.6,34265,73677,9638941,5192652,
